gdppercapita_us_inflation_adjusted,geo,time
42550,chanisl,2002
41010,chanisl,2003
40910,chanisl,2004
41250,chanisl,2005
42990,chanisl,2006
45230,chanisl,2007
1841,chl,1960
1868,chl,1961
1915,chl,1962
1982,chl,1963
1986,chl,1964
1949,chl,1965
2097,chl,1966
2128,chl,1967
2164,chl,1968
2196,chl,1969
2201,chl,1970
2357,chl,1971
2297,chl,1972
2147,chl,1973
2165,chl,1974
1890,chl,1975
1926,chl,1976
2064,chl,1977
2188,chl,1978
2345,chl,1979
2500,chl,1980
2580,chl,1981
2277,chl,1982
2156,chl,1983
2290,chl,1984
2413,chl,1985
2506,chl,1986
2627,chl,1987
2771,chl,1988
3011,chl,1989
3068,chl,1990
3253,chl,1991
3585,chl,1992
3767,chl,1993
3913,chl,1994
4258,chl,1995
4505,chl,1996
4735,chl,1997
4823,chl,1998
4984,chl,1999
5145,chl,2000
5254,chl,2001
5307,chl,2002
5456,chl,2003
5724,chl,2004
5979,chl,2005
6190,chl,2006
6411,chl,2007
6581,chl,2008
6452,chl,2009
6782,chl,2010
7123,chl,2011
105.5,chn,1960
77.66,chn,1961
72.32,chn,1962
77.87,chn,1963
88.13,chn,1964
100.1,chn,1965
107.8,chn,1966
99.08,chn,1967
92.57,chn,1968
105.3,chn,1969
122.3,chn,1970
127.3,chn,1971
128.9,chn,1972
136,chn,1973
136.3,chn,1974
145.5,chn,1975
141,chn,1976
149.7,chn,1977
164.9,chn,1978
175.1,chn,1979
186.4,chn,1980
193.6,chn,1981
208.2,chn,1982
227.5,chn,1983
258.7,chn,1984
289.7,chn,1985
310.5,chn,1986
341,chn,1987
373.5,chn,1988
382.9,chn,1989
391.7,chn,1990
421.9,chn,1991
475.9,chn,1992
536.4,chn,1993
599.8,chn,1994
658,chn,1995
716.2,chn,1996
774.9,chn,1997
827.3,chn,1998
882.6,chn,1999
949.2,chn,2000
1021,chn,2001
1106,chn,2002
1209,chn,2003
1323,chn,2004
1464,chn,2005
1641,chn,2006
1864,chn,2007
2033,chn,2008
2208,chn,2009
2426,chn,2010
2640,chn,2011
1188,col,1960
1214,col,1961
1243,col,1962
1242,col,1963
1285,col,1964
1286,col,1965
1315,col,1966
1332,col,1967
1378,col,1968
1428,col,1969
1488,col,1970
1539,col,1971
1618,col,1972
1688,col,1973
1745,col,1974
1744,col,1975
1787,col,1976
1818,col,1977
1927,col,1978
1985,col,1979
2020,col,1980
2020,col,1981
1994,col,1982
1981,col,1983
2004,col,1984
2022,col,1985
2096,col,1986
2163,col,1987
2206,col,1988
2236,col,1989
2325,col,1990
2332,col,1991
2404,col,1992
2415,col,1993
2510,col,1994
2593,col,1995
2599,col,1996
2641,col,1997
2610,col,1998
2458,col,1999
2512,col,2000
2513,col,2001
2534,col,2002
2592,col,2003
2689,col,2004
2772,col,2005
2913,col,2006
3068,col,2007
3131,col,2008
3138,col,2009
3218,col,2010
3362,col,2011
412.4,com,1980
413.3,com,1981
425.2,com,1982
431.8,com,1983
436.2,com,1984
433.6,com,1985
429.8,com,1986
425.7,com,1987
426.3,com,1988
402.8,com,1989
413.2,com,1990
381.6,com,1991
404.3,com,1992
406.5,com,1993
375.7,com,1994
379.8,com,1995
365.6,com,1996
370.7,com,1997
365.9,com,1998
363.4,com,1999
359,com,2000
361.2,com,2001
366.3,com,2002
365.4,com,2003
354.9,com,2004
360.1,com,2005
354.8,com,2006
347.1,com,2007
341.2,com,2008
338.3,com,2009
336.5,com,2010
335.2,com,2011
324.9,cod,1960
282.3,cod,1961
333.4,cod,1962
341.7,cod,1963
324.5,cod,1964
318.8,cod,1965
330.9,cod,1966
318.3,cod,1967
322.5,cod,1968
342.5,cod,1969
332,cod,1970
342.1,cod,1971
333.3,cod,1972
350.6,cod,1973
351.6,cod,1974
324.6,cod,1975
298.5,cod,1976
291.9,cod,1977
268.1,cod,1978
261.5,cod,1979
259.7,cod,1980
258.5,cod,1981
250.4,cod,1982
247.1,cod,1983
253.6,cod,1984
247.6,cod,1985
251.8,cod,1986
251,cod,1987
244.5,cod,1988
233.4,cod,1989
210.4,cod,1990
185.3,cod,1991
159.2,cod,1992
132.2,cod,1993
122.4,cod,1994
119.3,cod,1995
114.9,cod,1996
105.9,cod,1997
102,cod,1998
95.5,cod,1999
86.75,cod,2000
82.66,cod,2001
83.08,cod,2002
85.28,cod,2003
88.24,cod,2004
92.37,cod,2005
94.77,cod,2006
97.91,cod,2007
101.1,cod,2008
101.2,cod,2009
105.5,cod,2010
109.8,cod,2011
617.7,cog,1960
652.3,cog,1961
668.5,cog,1962
624.7,cog,1963
631.2,cog,1964
636.7,cog,1965
627.7,cog,1966
623.4,cog,1967
652.2,cog,1968
681.4,cog,1969
703.7,cog,1970
735.7,cog,1971
775,cog,1972
813.3,cog,1973
851,cog,1974
889.6,cog,1975
871.6,cog,1976
770.8,cog,1977
796.5,cog,1978
849.8,cog,1979
971,cog,1980
1109,cog,1981
1331,cog,1982
1368,cog,1983
1421,cog,1984
1365,cog,1985
1236,cog,1986
1204,cog,1987
1192,cog,1988
1190,cog,1989
1170,cog,1990
1166,cog,1991
1165,cog,1992
1124,cog,1993
1034,cog,1994
1046,cog,1995
1061,cog,1996
1025,cog,1997
1033,cog,1998
979.6,cog,1999
1027,cog,2000
1040,cog,2001
1063,cog,2002
1047,cog,2003
1058,cog,2004
1112,cog,2005
1150,cog,2006
1101,cog,2007
1131,cog,2008
1183,cog,2009
1254,cog,2010
1266,cog,2011
1798,cri,1960
1720,cri,1961
1795,cri,1962
1817,cri,1963
1830,cri,1964
1946,cri,1965
2036,cri,1966
2089,cri,1967
2201,cri,1968
2263,cri,1969
2372,cri,1970
2472,cri,1971
2612,cri,1972
2750,cri,1973
2835,cri,1974
2825,cri,1975
2906,cri,1976
3082,cri,1977
3188,cri,1978
3254,cri,1979
3189,cri,1980
3031,cri,1981
2733,cri,1982
2734,cri,1983
2825,cri,1984
2777,cri,1985
2859,cri,1986
2975,cri,1987
3008,cri,1988
3080,cri,1989
3120,cri,1990
3121,cri,1991
3325,cri,1992
3487,cri,1993
3564,cri,1994
3614,cri,1995
3556,cri,1996
3660,cri,1997
3870,cri,1998
4088,cri,1999
4069,cri,2000
4027,cri,2001
4062,cri,2002
4242,cri,2003
4344,cri,2004
4521,cri,2005
4837,cri,2006
5137,cri,2007
5197,cri,2008
5067,cri,2009
5227,cri,2010
5368,cri,2011
550.7,civ,1960
583.1,civ,1961
567.8,civ,1962
624.8,civ,1963
706.2,civ,1964
657.6,civ,1965
705.2,civ,1966
709,civ,1967
766.6,civ,1968
806,civ,1969
852.9,civ,1970
894.1,civ,1971
891.9,civ,1972
903.6,civ,1973
900.9,civ,1974
931.8,civ,1975
1005,civ,1976
1030,civ,1977
1091,civ,1978
1068,civ,1979
909,civ,1980
900.1,civ,1981
863.4,civ,1982
795.2,civ,1983
742.7,civ,1984
746.1,civ,1985
742.1,civ,1986
713.4,civ,1987
696.9,civ,1988
693.3,civ,1989
662.9,civ,1990
641.2,civ,1991
618.8,civ,1992
598,civ,1993
584.5,civ,1994
608.1,civ,1995
637.2,civ,1996
656.2,civ,1997
670.6,civ,1998
666,civ,1999
628.2,civ,2000
616.5,civ,2001
597.5,civ,2002
579,civ,2003
580.2,civ,2004
578,civ,2005
572.3,civ,2006
572.1,civ,2007
574.9,civ,2008
585.3,civ,2009
587.5,civ,2010
548.2,civ,2011
3901,hrv,1995
4292,hrv,1996
4495,hrv,1997
4656,hrv,1998
4554,hrv,1999
4862,hrv,2000
5024,hrv,2001
5269,hrv,2002
5552,hrv,2003
5782,hrv,2004
6025,hrv,2005
6326,hrv,2006
6652,hrv,2007
6793,hrv,2008
6329,hrv,2009
6255,hrv,2010
6270,hrv,2011
1778,cub,1970
1897,cub,1971
1954,cub,1972
1988,cub,1973
1978,cub,1974
2137,cub,1975
2229,cub,1976
2400,cub,1977
2539,cub,1978
2549,cub,1979
2411,cub,1980
2871,cub,1981
3114,cub,1982
3268,cub,1983
3509,cub,1984
3541,cub,1985
3514,cub,1986
3396,cub,1987
3484,cub,1988
3472,cub,1989
3339,cub,1990
2958,cub,1991
2598,cub,1992
2198,cub,1993
2202,cub,1994
2246,cub,1995
2411,cub,1996
2468,cub,1997
2463,cub,1998
2607,cub,1999
2753,cub,2000
2831,cub,2001
2862,cub,2002
2962,cub,2003
3126,cub,2004
3470,cub,2005
3885,cub,2006
4166,cub,2007
4338,cub,2008
4402,cub,2009
4495,cub,2010
3846,cyp,1975
4663,cyp,1976
5426,cyp,1977
5826,cyp,1978
6354,cyp,1979
6647,cyp,1980
6702,cyp,1981
7022,cyp,1982
7353,cyp,1983
7894,cyp,1984
8179,cyp,1985
8385,cyp,1986
8881,cyp,1987
9547,cyp,1988
10160,cyp,1989
10680,cyp,1990
10490,cyp,1991
11170,cyp,1992
10980,cyp,1993
11390,cyp,1994
11870,cyp,1995
11900,cyp,1996
12000,cyp,1997
12460,cyp,1998
12910,cyp,1999
13420,cyp,2000
13810,cyp,2001
13930,cyp,2002
13950,cyp,2003
14210,cyp,2004
14410,cyp,2005
14720,cyp,2006
15250,cyp,2007
15620,cyp,2008
15230,cyp,2009
15330,cyp,2010
15380,cyp,2011
5401,cze,1990
4785,cze,1991
4756,cze,1992
4754,cze,1993
4891,cze,1994
5198,cze,1995
5441,cze,1996
5400,cze,1997
5393,cze,1998
5489,cze,1999
5725,cze,2000
5923,cze,2001
6069,cze,2002
6296,cze,2003
6589,cze,2004
7020,cze,2005
7489,cze,2006
7868,cze,2007
8042,cze,2008
7633,cze,2009
7800,cze,2010
7927,cze,2011
11390,dnk,1960
12030,dnk,1961
12620,dnk,1962
12600,dnk,1963
13660,dnk,1964
14170,dnk,1965
14440,dnk,1966
14820,dnk,1967
15310,dnk,1968
16190,dnk,1969
16390,dnk,1970
16770,dnk,1971
17370,dnk,1972
17910,dnk,1973
17680,dnk,1974
17420,dnk,1975
18430,dnk,1976
18740,dnk,1977
19110,dnk,1978
19810,dnk,1979
19690,dnk,1980
19520,dnk,1981
20260,dnk,1982
20810,dnk,1983
21690,dnk,1984
22560,dnk,1985
23640,dnk,1986
23680,dnk,1987
23630,dnk,1988
23760,dnk,1989
24100,dnk,1990
24350,dnk,1991
24750,dnk,1992
24640,dnk,1993
25920,dnk,1994
26570,dnk,1995
27170,dnk,1996
27920,dnk,1997
28420,dnk,1998
29060,dnk,1999
29980,dnk,2000
30080,dnk,2001
30130,dnk,2002
30160,dnk,2003
30770,dnk,2004
31440,dnk,2005
32400,dnk,2006
32770,dnk,2007
32320,dnk,2008
30330,dnk,2009
30670,dnk,2010
30860,dnk,2011
1174,dji,1990
1086,dji,1991
1063,dji,1992
977.3,dji,1993
952.9,dji,1994
900.1,dji,1995
839.1,dji,1996
806.2,dji,1997
779.8,dji,1998
771.5,dji,1999
753.1,dji,2000
750.4,dji,2001
754.3,dji,2002
764.1,dji,2003
779.2,dji,2004
789.4,dji,2005
811.9,dji,2006
837.3,dji,2007
869.1,dji,2008
895.3,dji,2009
2203,dma,1977
2435,dma,1978
1967,dma,1979
2236,dma,1980
2505,dma,1981
2615,dma,1982
2701,dma,1983
2868,dma,1984
2927,dma,1985
3161,dma,1986
3429,dma,1987
3755,dma,1988
3773,dma,1989
3988,dma,1990
4017,dma,1991
4093,dma,1992
4149,dma,1993
4198,dma,1994
4280,dma,1995
4404,dma,1996
4491,dma,1997
4744,dma,1998
4680,dma,1999
4657,dma,2000
4669,dma,2001
4579,dma,2002
4925,dma,2003
5082,dma,2004
5053,dma,2005
5291,dma,2006
5597,dma,2007
6071,dma,2008
6451,dma,2009
6530,dma,2010
6519,dma,2011
912.5,dom,1960
862.1,dom,1961
976.2,dom,1962
1006,dom,1963
1040,dom,1964
882.4,dom,1965
970.8,dom,1966
973.4,dom,1967
947.4,dom,1968
1021,dom,1969
1173,dom,1970
1265,dom,1971
1360,dom,1972
1495,dom,1973
1545,dom,1974
1585,dom,1975
1650,dom,1976
1691,dom,1977
1687,dom,1978
1723,dom,1979
1818,dom,1980
1853,dom,1981
1842,dom,1982
1884,dom,1983
1866,dom,1984
1787,dom,1985
1811,dom,1986
1952,dom,1987
1953,dom,1988
1997,dom,1989
1851,dom,1990
1831,dom,1991
1984,dom,1992
2087,dom,1993
2096,dom,1994
2171,dom,1995
2286,dom,1996
2428,dom,1997
2557,dom,1998
2685,dom,1999
2793,dom,2000
2800,dom,2001
2917,dom,2002
2866,dom,2003
2861,dom,2004
3080,dom,2005
3360,dom,2006
3594,dom,2007
3731,dom,2008
3808,dom,2009
4049,dom,2010
4176,dom,2011
820.3,ecu,1960
809.1,ecu,1961
821.5,ecu,1962
828.4,ecu,1963
866.9,ecu,1964
868,ecu,1965
841.7,ecu,1966
874.1,ecu,1967
868.2,ecu,1968
888.6,ecu,1969
928.4,ecu,1970
959.7,ecu,1971
974.9,ecu,1972
1100,ecu,1973
1158,ecu,1974
1219,ecu,1975
1275,ecu,1976
1267,ecu,1977
1316,ecu,1978
1346,ecu,1979
1368,ecu,1980
1375,ecu,1981
1331,ecu,1982
1263,ecu,1983
1278,ecu,1984
1282,ecu,1985
1300,ecu,1986
1241,ecu,1987
1313,ecu,1988
1295,ecu,1989
1299,ecu,1990
1336,ecu,1991
1327,ecu,1992
1303,ecu,1993
1338,ecu,1994
1336,ecu,1995
1345,ecu,1996
1377,ecu,1997
1384,ecu,1998
1276,ecu,1999
1291,ecu,2000
1338,ecu,2001
1382,ecu,2002
1403,ecu,2003
1502,ecu,2004
1562,ecu,2005
1611,ecu,2006
1619,ecu,2007
1711,ecu,2008
1692,ecu,2009
1728,ecu,2010
1837,ecu,2011
430.4,egy,1960
437.6,egy,1961
455.5,egy,1962
484,egy,1963
510.1,egy,1964
543.2,egy,1965
535.2,egy,1966
525.1,egy,1967
526.3,egy,1968
548.7,egy,1969
566,egy,1970
572.3,egy,1971
571,egy,1972
562.6,egy,1973
564.1,egy,1974
601.2,egy,1975
674,egy,1976
743.7,egy,1977
769,egy,1978
797,egy,1979
856.6,egy,1980
868.1,egy,1981
931.6,egy,1982
976.9,egy,1983
1012,egy,1984
1053,egy,1985
1055,egy,1986
1056,egy,1987
1086,egy,1988
1115,egy,1989
1154,egy,1990
1144,egy,1991
1173,egy,1992
1187,egy,1993
1214,egy,1994
1249,egy,1995
1289,egy,1996
1337,egy,1997
1367,egy,1998
1426,egy,1999
1476,egy,2000
1501,egy,2001
1508,egy,2002
1527,egy,2003
1560,egy,2004
1600,egy,2005
1679,egy,2006
1766,egy,2007
1859,egy,2008
1912,egy,2009
1976,egy,2010
1977,egy,2011
1449,slv,1960
1455,slv,1961
1578,slv,1962
1594,slv,1963
1688,slv,1964
1724,slv,1965
1794,slv,1966
1837,slv,1967
1844,slv,1968
1857,slv,1969
1861,slv,1970
1883,slv,1971
1947,slv,1972
1991,slv,1973
2047,slv,1974
2059,slv,1975
2117,slv,1976
2215,slv,1977
2289,slv,1978
2154,slv,1979
1869,slv,1980
1648,slv,1981
1522,slv,1982
1524,slv,1983
1524,slv,1984
1513,slv,1985
1497,slv,1986
1515,slv,1987
1524,slv,1988
1519,slv,1989
1570,slv,1990
1602,slv,1991
1696,slv,1992
1793,slv,1993
1875,slv,1994
1971,slv,1995
1984,slv,1996
2052,slv,1997
2114,slv,1998
2175,slv,1999
2211,slv,2000
2239,slv,2001
2283,slv,2002
2328,slv,2003
2363,slv,2004
2438,slv,2005
2524,slv,2006
2609,slv,2007
2630,slv,2008
2535,slv,2009
2556,slv,2010
2579,slv,2011
621.5,gnq,1985
578.3,gnq,1986
581.5,gnq,1987
578.5,gnq,1988
554.6,gnq,1989
555,gnq,1990
530.7,gnq,1991
567.9,gnq,1992
583.4,gnq,1993
592.8,gnq,1994
655.1,gnq,1995
818.7,gnq,1996
1357,gnq,1997
1601,gnq,1998
2193,gnq,1999
2388,gnq,2000
3780,gnq,2001
4375,gnq,2002
4833,gnq,2003
6468,gnq,2004
6889,gnq,2005
6774,gnq,2006
7994,gnq,2007
8603,gnq,2008
8750,gnq,2009
8466,gnq,2010
8875,gnq,2011
134.9,eri,1992
153.2,eri,1993
185.4,eri,1994
189.2,eri,1995
203.5,eri,1996
214.8,eri,1997
212.7,eri,1998
206,eri,1999
172.8,eri,2000
201.5,eri,2001
199.1,eri,2002
185.8,eri,2003
181,eri,2004
178.7,eri,2005
170.9,eri,2006
167.8,eri,2007
146.8,eri,2008
148,eri,2009
146.8,eri,2010
154.8,eri,2011
2857,est,1995
3071,est,1996
3470,est,1997
3742,est,1998
3761,est,1999
4144,est,2000
4422,est,2001
4731,est,2002
5117,est,2003
5459,est,2004
5956,est,2005
6570,est,2006
7072,est,2007
6784,est,2008
5831,est,2009
6026,est,2010
6526,est,2011
140.7,eth,1981
138,eth,1982
144.8,eth,1983
136.2,eth,1984
117.2,eth,1985
124.4,eth,1986
137.2,eth,1987
133.5,eth,1988
128.7,eth,1989
127.9,eth,1990
114.8,eth,1991
101.3,eth,1992
110.9,eth,1993
110.7,eth,1994
113.9,eth,1995
124.2,eth,1996
124.5,eth,1997
116.9,eth,1998
119.7,eth,1999
123.7,eth,2000
130.5,eth,2001
129.2,eth,2002
123.3,eth,2003
136.6,eth,2004
149.2,eth,2005
161.6,eth,2006
176.1,eth,2007
190.9,eth,2008
203.2,eth,2009
218.7,eth,2010
229.7,eth,2011
23220,fro,2000
1111,fji,1960
1111,fji,1961
1112,fji,1962
1143,fji,1963
1161,fji,1964
1097,fji,1965
1068,fji,1966
1182,fji,1967
1247,fji,1968
1253,fji,1969
1382,fji,1970
1447,fji,1971
1523,fji,1972
1665,fji,1973
1674,fji,1974
1651,fji,1975
1664,fji,1976
1731,fji,1977
1731,fji,1978
1905,fji,1979
1834,fji,1980
1903,fji,1981
1743,fji,1982
1632,fji,1983
1731,fji,1984
1625,fji,1985
1734,fji,1986
1612,fji,1987
1625,fji,1988
1742,fji,1989
1833,fji,1990
1767,fji,1991
1852,fji,1992
1865,fji,1993
1932,fji,1994
1955,fji,1995
2025,fji,1996
1960,fji,1997
1967,fji,1998
2123,fji,1999
2075,fji,2000
2108,fji,2001
2172,fji,2002
2191,fji,2003
2302,fji,2004
2308,fji,2005
2335,fji,2006
2295,fji,2007
2296,fji,2008
2244,fji,2009
2218,fji,2010
2243,fji,2011
7306,fin,1960
7806,fin,1961
7985,fin,1962
8189,fin,1963
8570,fin,1964
8994,fin,1965
9173,fin,1966
9322,fin,1967
9494,fin,1968
10410,fin,1969
11010,fin,1970
11250,fin,1971
12050,fin,1972
12820,fin,1973
13170,fin,1974
13340,fin,1975
13350,fin,1976
13340,fin,1977
13690,fin,1978
14630,fin,1979
15370,fin,1980
15500,fin,1981
15890,fin,1982
16270,fin,1983
16690,fin,1984
17170,fin,1985
17560,fin,1986
18120,fin,1987
19020,fin,1988
19910,fin,1989
19920,fin,1990
18620,fin,1991
17870,fin,1992
17640,fin,1993
18210,fin,1994
18860,fin,1995
19470,fin,1996
20610,fin,1997
21590,fin,1998
22390,fin,1999
23530,fin,2000
24010,fin,2001
24390,fin,2002
24830,fin,2003
25770,fin,2004
26440,fin,2005
27500,fin,2006
28840,fin,2007
28790,fin,2008
26210,fin,2009
26950,fin,2010
27570,fin,2011
7500,fra,1960
7809,fra,1961
8215,fra,1962
8534,fra,1963
8971,fra,1964
9289,fra,1965
9674,fra,1966
10040,fra,1967
10390,fra,1968
11030,fra,1969
11570,fra,1970
12090,fra,1971
12540,fra,1972
13270,fra,1973
13790,fra,1974
13550,fra,1975
14070,fra,1976
14500,fra,1977
15010,fra,1978
15460,fra,1979
15640,fra,1980
15720,fra,1981
16010,fra,1982
16120,fra,1983
16270,fra,1984
16430,fra,1985
16710,fra,1986
17010,fra,1987
17700,fra,1988
18350,fra,1989
18730,fra,1990
18840,fra,1991
19030,fra,1992
18820,fra,1993
19170,fra,1994
19480,fra,1995
19610,fra,1996
19950,fra,1997
20540,fra,1998
21150,fra,1999
21770,fra,2000
22010,fra,2001
22060,fra,2002
22100,fra,2003
22500,fra,2004
22730,fra,2005
23130,fra,2006
23520,fra,2007
23370,fra,2008
22510,fra,2009
22760,fra,2010
23020,fra,2011
8676,pyf,1965
9179,pyf,1966
8434,pyf,1967
9348,pyf,1968
8779,pyf,1969
8621,pyf,1970
9342,pyf,1971
8624,pyf,1972
9013,pyf,1973
10310,pyf,1974
9509,pyf,1975
9977,pyf,1976
9877,pyf,1977
10530,pyf,1978
10620,pyf,1979
10350,pyf,1980
10910,pyf,1981
11650,pyf,1982
11930,pyf,1983
12240,pyf,1984
12560,pyf,1985
13280,pyf,1986
13890,pyf,1987
13900,pyf,1988
14000,pyf,1989
14000,pyf,1990
14390,pyf,1991
14230,pyf,1992
13970,pyf,1993
13810,pyf,1994
13610,pyf,1995
13380,pyf,1996
13360,pyf,1997
13910,pyf,1998
14190,pyf,1999
14510,pyf,2000
1827,gab,1960
2085,gab,1961
2227,gab,1962
2347,gab,1963
2436,gab,1964
2620,gab,1965
2717,gab,1966
2805,gab,1967
2848,gab,1968
3040,gab,1969
3253,gab,1970
3519,gab,1971
3832,gab,1972
4121,gab,1973
5603,gab,1974
6506,gab,1975
8595,gab,1976
7315,gab,1977
5407,gab,1978
5283,gab,1979
5265,gab,1980
5374,gab,1981
5055,gab,1982
5179,gab,1983
5400,gab,1984
5113,gab,1985
4917,gab,1986
3949,gab,1987
4319,gab,1988
4542,gab,1989
4627,gab,1990
4753,gab,1991
4459,gab,1992
4489,gab,1993
4514,gab,1994
4601,gab,1995
4636,gab,1996
4773,gab,1997
4815,gab,1998
4280,gab,1999
4103,gab,2000
4098,gab,2001
4000,gab,2002
4015,gab,2003
3988,gab,2004
4029,gab,2005
4000,gab,2006
4143,gab,2007
4161,gab,2008
4028,gab,2009
4214,gab,2010
4334,gab,2011
495.3,gmb,1966
485.2,gmb,1967
519.9,gmb,1968
519.6,gmb,1969
537,gmb,1970
521,gmb,1971
505.8,gmb,1972
534.5,gmb,1973
547.6,gmb,1974
596.1,gmb,1975
620.5,gmb,1976
622.8,gmb,1977
642.3,gmb,1978
613.8,gmb,1979
630.5,gmb,1980
628.4,gmb,1981
600.7,gmb,1982
640.4,gmb,1983
635.9,gmb,1984
603.3,gmb,1985
599.1,gmb,1986
584.6,gmb,1987
582.2,gmb,1988
589.5,gmb,1989
586.3,gmb,1990
583.3,gmb,1991
584.1,gmb,1992
584.3,gmb,1993
568.9,gmb,1994
558,gmb,1995
554.6,gmb,1996
565.7,gmb,1997
569.3,gmb,1998
588.8,gmb,1999
603.6,gmb,2000
620.2,gmb,2001
582.4,gmb,2002
604.1,gmb,2003
627.8,gmb,2004
604,gmb,2005
593.6,gmb,2006
598.1,gmb,2007
615.1,gmb,2008
637,gmb,2009
660.2,gmb,2010
614.9,gmb,2011
859.8,geo,1965
914.1,geo,1966
961.7,geo,1967
995.5,geo,1968
1033,geo,1969
1191,geo,1970
1208,geo,1971
1184,geo,1972
1250,geo,1973
1348,geo,1974
1437,geo,1975
1513,geo,1976
1607,geo,1977
1716,geo,1978
1829,geo,1979
1897,geo,1980
1980,geo,1981
2003,geo,1982
2071,geo,1983
2165,geo,1984
2252,geo,1985
2049,geo,1986
2059,geo,1987
2152,geo,1988
1992,geo,1989
1698,geo,1990
1330,geo,1991
727.2,geo,1992
510.2,geo,1993
461.8,geo,1994
486.5,geo,1995
554.8,geo,1996
624.6,geo,1997
650.4,geo,1998
674.3,geo,1999
692,geo,2000
730.5,geo,2001
775.7,geo,2002
867.1,geo,2003
920.1,geo,2004
998.5,geo,2005
1083,geo,2006
1219,geo,2007
1249,geo,2008
1194,geo,2009
1257,geo,2010
1335,geo,2011
11900,deu,1970
12250,deu,1971
12710,deu,1972
13280,deu,1973
13390,deu,1974
13320,deu,1975
14040,deu,1976
14550,deu,1977
15000,deu,1978
15610,deu,1979
15800,deu,1980
15860,deu,1981
15810,deu,1982
16100,deu,1983
16610,deu,1984
17040,deu,1985
17420,deu,1986
17640,deu,1987
18220,deu,1988
18780,deu,1989
19600,deu,1990
20450,deu,1991
20690,deu,1992
20340,deu,1993
20770,deu,1994
21060,deu,1995
21170,deu,1996
21500,deu,1997
21900,deu,1998
22300,deu,1999
22950,deu,2000
23250,deu,2001
23220,deu,2002
23120,deu,2003
23390,deu,2004
23560,deu,2005
24460,deu,2006
25300,deu,2007
25620,deu,2008
24370,deu,2009
25420,deu,2010
26210,deu,2011
282.1,gha,1960
282.7,gha,1961
285.3,gha,1962
289,gha,1963
287.2,gha,1964
283.7,gha,1965
265.6,gha,1966
268.3,gha,1967
264,gha,1968
274.2,gha,1969
294,gha,1970
301.4,gha,1971
285.6,gha,1972
285.5,gha,1973
297,gha,1974
254.1,gha,1975
240.3,gha,1976
241.7,gha,1977
257.9,gha,1978
246.6,gha,1979
241.9,gha,1980
226.8,gha,1981
204.2,gha,1982
188.1,gha,1983
197.5,gha,1984
200.9,gha,1985
205.2,gha,1986
209.1,gha,1987
215,gha,1988
219.9,gha,1989
221.1,gha,1990
226.3,gha,1991
228.5,gha,1992
232.9,gha,1993
234,gha,1994
237.3,gha,1995
242.1,gha,1996
246.2,gha,1997
251.8,gha,1998
256.7,gha,1999
260,gha,2000
264,gha,2001
269.2,gha,2002
276.4,gha,2003
284.8,gha,2004
294.4,gha,2005
305.8,gha,2006
317.7,gha,2007
336.4,gha,2008
341.6,gha,2009
360.3,gha,2010
402.7,gha,2011
3386,grc,1960
3733,grc,1961
3768,grc,1962
4135,grc,1963
4460,grc,1964
4856,grc,1965
5114,grc,1966
5351,grc,1967
5671,grc,1968
6209,grc,1969
6688,grc,1970
7181,grc,1971
7859,grc,1972
8457,grc,1973
7883,grc,1974
8307,grc,1975
8739,grc,1976
8880,grc,1977
9401,grc,1978
9589,grc,1979
9560,grc,1980
9327,grc,1981
9165,grc,1982
9014,grc,1983
9149,grc,1984
9342,grc,1985
9360,grc,1986
9118,grc,1987
9474,grc,1988
9783,grc,1989
9718,grc,1990
9922,grc,1991
9882,grc,1992
9635,grc,1993
9746,grc,1994
9875,grc,1995
10040,grc,1996
10340,grc,1997
10630,grc,1998
10940,grc,1999
11400,grc,2000
11840,grc,2001
12200,grc,2002
12890,grc,2003
13400,grc,2004
13660,grc,2005
14350,grc,2006
14800,grc,2007
14710,grc,2008
14190,grc,2009
13450,grc,2010
12510,grc,2011
9242,grl,1970
10270,grl,1971
10660,grl,1972
11220,grl,1973
11740,grl,1974
11790,grl,1975
12470,grl,1976
13650,grl,1977
14530,grl,1978
15120,grl,1979
16230,grl,1980
16080,grl,1981
15220,grl,1982
15570,grl,1983
14600,grl,1984
14990,grl,1985
15960,grl,1986
16650,grl,1987
17360,grl,1988
18350,grl,1989
16110,grl,1990
16120,grl,1991
15360,grl,1992
14610,grl,1993
15390,grl,1994
15880,grl,1995
16090,grl,1996
16300,grl,1997
17530,grl,1998
17780,grl,1999
19000,grl,2000
19190,grl,2001
18920,grl,2002
18800,grl,2003
19250,grl,2004
19620,grl,2005
20560,grl,2006
21770,grl,2007
21940,grl,2008
20750,grl,2009
2012,grd,1977
2148,grd,1978
2290,grd,1979
2269,grd,1980
2249,grd,1981
2296,grd,1982
2292,grd,1983
2342,grd,1984
2494,grd,1985
2693,grd,1986
3016,grd,1987
3162,grd,1988
3395,grd,1989
3593,grd,1990
3669,grd,1991
3630,grd,1992
3495,grd,1993
3551,grd,1994
3609,grd,1995
3736,grd,1996
3895,grd,1997
4142,grd,1998
5037,grd,1999
5154,grd,2000
5036,grd,2001
5208,grd,2002
5697,grd,2003
5624,grd,2004
6366,grd,2005
6103,grd,2006
6444,grd,2007
6488,grd,2008
6037,grd,2009
6012,grd,2010
6047,grd,2011
959.2,gtm,1960
973.6,gtm,1961
981,gtm,1962
1046,gtm,1963
1065,gtm,1964
